ID	Latitude	Longitude
1	34.25000000000	90.75000000000
2	35.25000000000	91.25000000000
3	34.75000000000	91.25000000000
4	34.25000000000	91.25000000000
5	33.75000000000	91.25000000000
6	35.25000000000	91.75000000000
7	34.75000000000	91.75000000000
8	34.25000000000	91.75000000000
9	33.75000000000	91.75000000000
10	33.25000000000	91.75000000000
11	35.25000000000	92.25000000000
12	34.75000000000	92.25000000000
13	34.25000000000	92.25000000000
14	33.75000000000	92.25000000000
15	33.25000000000	92.25000000000
16	32.75000000000	92.25000000000
17	35.25000000000	92.75000000000
18	34.75000000000	92.75000000000
19	34.25000000000	92.75000000000
20	33.75000000000	92.75000000000
21	33.25000000000	92.75000000000
22	35.25000000000	93.25000000000
23	34.75000000000	93.25000000000
24	34.25000000000	93.25000000000
25	33.75000000000	93.25000000000
26	33.25000000000	93.25000000000
27	32.75000000000	93.25000000000
28	35.25000000000	93.75000000000
29	34.75000000000	93.75000000000
30	34.25000000000	93.75000000000
31	33.75000000000	93.75000000000
32	33.25000000000	93.75000000000
33	32.75000000000	93.75000000000
34	35.25000000000	94.25000000000
35	34.75000000000	94.25000000000
36	34.25000000000	94.25000000000
37	33.75000000000	94.25000000000
38	32.75000000000	94.25000000000
39	35.25000000000	94.75000000000
40	34.75000000000	94.75000000000
41	34.25000000000	94.75000000000
42	33.75000000000	94.75000000000
43	35.25000000000	95.25000000000
44	34.75000000000	95.25000000000
45	34.25000000000	95.25000000000
46	33.75000000000	95.25000000000
47	34.75000000000	95.75000000000
48	34.25000000000	95.75000000000
49	33.75000000000	95.75000000000
50	34.25000000000	96.25000000000
51	33.75000000000	96.25000000000
52	33.25000000000	96.25000000000
53	34.25000000000	96.75000000000
54	33.75000000000	96.75000000000
55	33.25000000000	96.75000000000
56	33.75000000000	97.25000000000
57	33.25000000000	97.25000000000
58	32.75000000000	97.25000000000
59	33.75000000000	97.75000000000
60	33.25000000000	97.75000000000
61	32.75000000000	97.75000000000
62	31.25000000000	97.75000000000
63	33.75000000000	98.25000000000
64	33.25000000000	98.25000000000
65	32.75000000000	98.25000000000
66	32.25000000000	98.25000000000
67	31.75000000000	98.25000000000
68	31.25000000000	98.25000000000
69	30.75000000000	98.25000000000
70	33.25000000000	98.75000000000
71	32.75000000000	98.75000000000
72	32.25000000000	98.75000000000
73	31.75000000000	98.75000000000
74	31.25000000000	98.75000000000
75	30.75000000000	98.75000000000
76	30.25000000000	98.75000000000
77	29.75000000000	98.75000000000
78	32.75000000000	99.25000000000
79	32.25000000000	99.25000000000
80	31.75000000000	99.25000000000
81	31.25000000000	99.25000000000
82	30.75000000000	99.25000000000
83	30.25000000000	99.25000000000
84	29.75000000000	99.25000000000
85	29.25000000000	99.25000000000
86	28.75000000000	99.25000000000
87	28.25000000000	99.25000000000
88	27.75000000000	99.25000000000
89	32.75000000000	99.75000000000
90	32.25000000000	99.75000000000
91	31.75000000000	99.75000000000
92	31.25000000000	99.75000000000
93	30.75000000000	99.75000000000
94	30.25000000000	99.75000000000
95	29.75000000000	99.75000000000
96	29.25000000000	99.75000000000
97	28.75000000000	99.75000000000
98	28.25000000000	99.75000000000
99	27.75000000000	99.75000000000
100	27.25000000000	99.75000000000
101	26.75000000000	99.75000000000
102	33.25000000000	100.25000000000
103	32.75000000000	100.25000000000
104	32.25000000000	100.25000000000
105	31.75000000000	100.25000000000
106	31.25000000000	100.25000000000
107	30.75000000000	100.25000000000
108	30.25000000000	100.25000000000
109	29.75000000000	100.25000000000
110	29.25000000000	100.25000000000
111	28.75000000000	100.25000000000
112	28.25000000000	100.25000000000
113	27.75000000000	100.25000000000
114	27.25000000000	100.25000000000
115	26.75000000000	100.25000000000
116	26.25000000000	100.25000000000
117	33.25000000000	100.75000000000
118	32.75000000000	100.75000000000
119	32.25000000000	100.75000000000
120	31.75000000000	100.75000000000
121	31.25000000000	100.75000000000
122	30.75000000000	100.75000000000
